Container has 10000 elements
1. "sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
"dG21o72yQO", Hash=76.7; Replacements: 17 ( -U R-9 t-A J-s A-f 6-X T-I B-k z-F Z-i v-l j-6 D-h G-P a-v 7-w I-e); Result: "dP21ow2yQO"
"B4VG1eb", Hash=74.7143; Shift: 0; Result: "B4VG1eb"
"4i", Hash=78.5; Replacements: 11 (b-56 i-169  -215 9-91 l-57 6-42 S-232 5-111 f-246 p-47 h-77); Result: [52 169]
"N41 83cD7", Hash=60; Replacements: 4 (k-186 x-209 M-71 u-63); Result: [78 52 49 32 56 51 99 68 55]
"0HDYDFSyUxYIb ", Hash=79.7143; Replacements: 6 (I-  H-K w-m r-D 8-t O-r); Result: "0KDYDFSyUxY b "
"D13Zu", Hash=75; Shift: 13; Result: "à&fKÆ"
"PL", Hash=78; Replacements: 3 (E-103 a-53 I-11); Result: [80 76]
"v80OdXN", Hash=81; Replacements: 14 (L-p 2-J y-j i-0 e-f E-c o-t n-S j-r G-T 4-N g-8 3-R 7-3); Result: "v80OdXN"
"Q01X", Hash=66.5; Replacements: 6 (E-108 W-135 T-232 1-91 r-76 Y-78); Result: [81 48 91 88]
"q1bhn4713", Hash=75.6667; Shift: 19; Result: "ãâCs°πâô"
"", Hash=0; Replacements: 6 (V-223 d-80 I-130 P-25 f-98 n-148); Result: []
"", Hash=0; Replacements: 16 (Y-A G-W V-K 7-B W-u F-r i-d t-m k-I M-k e-T U-n a-P A-h Q-C o-e); Result: ""
"Q642PBWK", Hash=68.125; Shift: 2; Result: "Eÿ–»A	]-"
"Hi2SaO834pxi", Hash=81.8333; Replacements: 4 (1-107 I-2 N-21 P-70); Result: [72 105 50 83 97 79 56 51 52 112 120 105]
"9", Hash=57; Replacements: 20 (i-x Q-l x-I N-i r-U p-T T-P 7-M b-v H-Q  -F n-V A-H k-g e-q y-W C-5 U-d O-b I-1); Result: "9"
"8Fp2WJPH2BcI7", Hash=72.6154; Replacements: 4 (q-48 1-63 D-99 w-228); Result: [56 70 112 50 87 74 80 72 50 66 99 73 55]
"VT5QNUGE7XqCr", Hash=80.3077; Replacements: 16 (k-141 7-67 B-129 9-161 h-20 v-128 d-106 p-195 Q-37 P-246 u-30 g-110 8-115 R-92 b-79 N-176); Result: [86 84 53 37 176 85 71 69 67 88 113 67 114]
"5BCx", Hash=76.5; Shift: 20; Result: "S$4á"
"JIP DihJsj59T", Hash=78.8462; Replacements: 10 (d-159 G-13 Z-187 5-35 8-231 0-111 e-169 w-234 1-42 u-189); Result: [74 73 80 32 68 105 104 74 115 106 35 57 84]
"tF05bfO1wF", Hash=80.4; Shift: 4; Result: "GdS&fÙwd"
" NCOawT", Hash=79.4286; Replacements: 5 (S-9 e-u D-7 2-X w-o); Result: " NCOaoT"
"", Hash=0; Replacements: 8 (P-N O-p X-S j-9 i-2 D-P p-v b-8); Result: ""
"4Fu3On", Hash=79.8333; Replacements: 19 (A-163 1-139 l-68 P-138  -141 T-112 N-109 e-83 3-32 n-160 q-2 o-118 H-179 s-233 V-77 v-187 Z-117 F-177 r-183); Result: [52 177 117 32 79 160]
"0a", Hash=72.5; Replacements: 0 (); Result: "0a"
"Q3 yBlR2KI", Hash=73.9; Shift: 13; Result: "*f/HçJFi)"
"DAP", Hash=71; Replacements: 1 (j-N); Result: "DAP"
"oS0", Hash=80.6667; Replacements: 0 (); Result: [111 83 48]
"ruZWMA19Iz0P", Hash=81.5833; Shift: 16; Result: "ruZWMA19Iz0P"
"qc8f448g", Hash=79.125; Replacements: 2 (C-s X-6); Result: "qc8f448g"
"Z3 rbdU", Hash=81.4286; Replacements: 8 (a-7 7-Y R-Z G-j D-2 Z-i  -z y-J); Result: "i3zrbdU"
"", Hash=0; Replacements: 14 (n-78 E-255 e-162 D-65 j-124 A-18 9-235 F-189 i-146 r-48 Z-69 0-90 U-76 6-201); Result: []
"MmDClo 9N D6b", Hash=73.7692; Replacements: 7 (R-v I-M f-d P-o Y-Q 1-7 n- ); Result: "MmDClo 9N D6b"
"UR0DBv8e", Hash=78; Shift: 18; Result: "UI¿	Ÿ‡ï"
"6L", Hash=65; Shift: 11; Result: "±b"
"126gQNPMW9gweU", Hash=80.2857; Shift: 1; Result: "bdlŒ¢ú†öÆrŒÓ ™"
"vMfaW6F5bU5", Hash=81.2727; Replacements: 15 (V-P a-Z p-O 5-D 1-k j-8 G-m z-A J-b t-y Q-q P-N W-C g-V o-h); Result: "vMfZC6FDbUD"
"R bQU LAFU8DXBa", Hash=72.0667; Shift: 13; Result: "JL*™â(»™àH,"
"Of5HnkGf7DG", Hash=80.9091; Shift: 12; Result: "ÙfSÑÊ∂tfsDt"
"OPM0VYWSN", Hash=78.5556; Shift: 11; Result: "zÇjÅ≤ ∫ör"
"", Hash=0; Shift: 12; Result: ""
"B36KDJoU73ID", Hash=69.25; Shift: 6; Result: "êÃç“í€UÕÃR"
"52I TKJ", Hash=63; Replacements: 20 (O-E q-j X-D u-4 3-g P-R 4-Q W-d n-o g-r 9-U p-5 Q-2 5-e G-G L-K 6-M i-T w-a H-y); Result: "e2I TKJ"
"", Hash=0; Replacements: 7 (3-9 s-q N-Z c-W u-B  -a O-g); Result: ""
" vS9ePBCC3IStlUIJ", Hash=78.4706; Replacements: 14 (m-4 2-P W-M U-o T-a R-H P-F v-v V-l j-X K-C X-h e-t 8-g); Result: " vS9tFBCC3IStloIJ"
"OQJE6aQ070", Hash=68.6; Replacements: 3 (Q-135 m-162 f-110); Result: [79 135 74 69 54 97 135 48 55 48]
"oU4QW9Y8 AtJ1i", Hash=75.6429; Replacements: 11 (c-10 P-222 0-172 C-32 q-33 2-114 m-179 G-241 W-242 E-47 M-21); Result: [111 85 52 81 242 57 89 56 32 65 116 74 49 105]
"", Hash=0; Replacements: 3 (W-  l-j j-Z); Result: ""
"SQJ", Hash=79.3333; Replacements: 17 (C-43 U-29 T-27 F-151 7-11 P-220 r-162 w-148 6-111 q-182 x-165 L-164 5-57 v-86 f-69 0-242 H-203); Result: [83 81 74]
"tAOAqTBnKz3D2P1p", Hash=81.5625; Shift: 16; Result: "tAOAqTBnKz3D2P1p"
"c9E92q f84Zm1iG", Hash=74.0667; Replacements: 6 (J-Y b-J r-A R-x q-L C-z); Result: "c9E92L f84Zm1iG"
"M H", Hash=60.3333; Shift: 4; Result: "‘Ñ"
"MDd79R14CX28i2kFy", Hash=73.7647; Replacements: 12 (T-9 k-X 6-i 2-p b-O s-z S-g H-k X-w d-m t-q O-1); Result: "MDm79R14Cwp8ipXFy"
"Q31uhWQqa1lN86SAm0F", Hash=78.9474; Replacements: 4 (E-o e-6 U-w 2-M); Result: "Q31uhWQqa1lN86SAm0F"
"UJpaJ8m6S1rrI1F", Hash=80.8667; Shift: 15; Result: "™%8∞%∂©ò99§ò#"
"J", Hash=74; Replacements: 8 (j-56 N-30 i-97 Q-212 a-148 q-27 P-103 S-37); Result: [74]
"FGGx1", Hash=76.2; Shift: 4; Result: "dttá"
"gn9BMKKNE7rq9", Hash=80.6923; Replacements: 15 (F-182 t-167 4-37 i-197 C-111 I-2 n-215 g-25 1-179 0-185 G-72 L-38 5-213 Y-176 u-11); Result: [25 215 57 66 77 75 75 78 69 55 114 113 57]
"", Hash=0; Shift: 1; Result: ""
"9FaOXd", Hash=81.8333; Shift: 12; Result: "ìdÙÖF"
"r9PCF8ikR2qNFFg8Y", Hash=80.4118; Replacements: 20 (a-92 i-156 w-81 Q-150 f-185 6-184 R-253 C-149 9-244 u-90 J-240 s-79 Y-23  -31 Z-181 V-165 U-119 l-255 A-229 p-246); Result: [114 244 80 149 70 56 156 107 253 50 113 78 70 70 103 56 23]
"GBhFLZ3uYe3478c NSL", Hash=74.5789; Replacements: 11 (m-205 3-223 G-183 o-11 x-47 U-172 O-184  -164 P-254 Y-104 j-67); Result: [183 66 104 70 76 90 223 117 104 101 223 52 55 56 99 164 78 83 76]
"GRNX4GO42", Hash=69.2222; Replacements: 19 (u-r M-1 Q-e I-C v-Q Z-K s-w t-  i-L h-q P-0 z-8 H-j R-9 Y-F x-z B-V d-D 6-t); Result: "G9NX4GO42"
"e3N7p2IH7ETDn zVmxb", Hash=81.3158; Replacements: 16 (B-Z n-c X-Y H-s b-T Z-M E-z c-D h-G v-J w-t 0-o e-S p-  5-i O-h); Result: "S3N7 2Is7zTDc zVmxT"
"j2Se78NeK4k0H5uru", Hash=81.4706; Replacements: 11 (9-94 U-64 i-220 d-200 X-208 O-143 A-230 r-100 S-128 1-49 p-180); Result: [106 50 128 101 55 56 78 101 75 52 107 48 72 53 117 100 117]
"qgX6I1", Hash=80; Replacements: 7 (Y-M I-q n-Z 6-1 o-r S-5 C-S); Result: "qgX1q1"
"MnuPGLM2DL1 2pc Up", Hash=76.2778; Replacements: 14 (5-241 s-124 2-157 0-70 S-219 7-202 M-180 a-155 R-133 k-65 l-95 w-122 q-233 Q-120); Result: [180 110 117 80 71 76 180 157 68 76 49 32 157 112 99 32 85 112]
"G4MBI g8lsCWmMEI8TSh", Hash=78.1; Shift: 19; Result: ":°jJ;¡cõ∫kj*J¡¢öC"
"ICbHD", Hash=75.6; Replacements: 9 (R-159 H-131 8-138 W-127 B-174 3-3 U-163 c-121 4-58); Result: [73 67 98 131 68]
"2Al", Hash=74.3333; Replacements: 6 (p-233 V-19 s-212 m-249 P-164 0-67); Result: [50 65 108]
"RM7GnBT7hgp3T7", Hash=79.2143; Replacements: 12 (1-V e-o X-e Z-K C-u I-b z-n B-t x-C T-T n-F 3-W); Result: "RM7GFtT7hgpWT7"
"F2WJIzFZQBV9ziTJN", Hash=81.7059; Replacements: 20 (8-33 d-101 u-30 g-139 0-49 3-189 A-54 z-88 f-69 X-154 O-137 2-217 1-255 t-205 6-176 W-187  -172 w-5 Y-50 c-166); Result: [70 217 187 74 73 88 70 90 81 66 86 57 88 105 84 74 78]
"", Hash=0; Replacements: 9 (g-155 9-210 A-145 p-8 l-106 Y-2 3-138 Z-173 c-241); Result: []
"", Hash=0; Replacements: 14 (b-250 5-17 l-254 6-194 p-18 o-247 9-158 B-198 W-252 r-199 q-126 t-15 L-219 s-237); Result: []
"1Rg", Hash=78; Replacements: 16 (a-204 l-190 o-186 d-88 i-144 s-83 Y-138 O-61 n-135 S-130 T-224  -164 6-112 z-15 Q-232 t-134); Result: [49 82 103]
"CF9kY", Hash=78; Replacements: 16 (S-197 G-34 O-230 Y-23 T-81 c-7 K-201 g-41 C-121 7-107 8-33 i-87 R-54 E-19 3-29 Z-118); Result: [121 70 57 107 23]
"RFDDY0", Hash=70.8333; Shift: 1; Result: "§åàà≤`"
"570I", Hash=57.25; Replacements: 17 (7-4 h-  D-y z-1 m-W Q-i 0-c u-f q-z d-Q M-V k-C c-g 2-3 9-D X-F W-S); Result: "54cI"
" wNOJ01a", Hash=72; Replacements: 10 (G-58 f-28 e-56 F-10 h-59 P-22 l-61 u-26 8-51 6-220); Result: [32 119 78 79 74 48 49 97]
"", Hash=0; Replacements: 15 (6-139 l-252 r-160 Y-83 p-77 v-248 4-172 n-24 o-218 a-97 j-44 U-121  -110 d-244 F-216); Result: []
"", Hash=0; Replacements: 14 (W-G P-I N-g l-b s-a Z-7 d-1 x-U 8-B n-S 6-T H-0 7-t 9-P); Result: ""
"Gf8", Hash=76.3333; Shift: 8; Result: "Gf8"
"0EcZNAvVERaBNtcFQ7", Hash=81.4444; Replacements: 17 (d-d O-6 0-g P-S v-B K-3 2-O J-T E-c A-E 5-i C-M c-l n-e 6-p f-z r-8); Result: "gclZNEBVcRaBNtlFQ7"
"", Hash=0; Replacements: 3 (a-30 V-151 K-160); Result: []
"RznDRB99D4C", Hash=75.5455; Shift: 18; Result: "IÈπI	‰‰–"
"L8v8WWVV6HLBZvg8NVR", Hash=80.6842; Shift: 12; Result: "ƒÉgÉuueecÑƒ$•gvÉ‰e%"
"I64ADOckMSY", Hash=76.9091; Replacements: 20 (V-248 A-234 h-240 x-197 E-110 4-87 B-44 d-213 l-214 y-200 O-203 H-96 v-238 a-184  -98 p-121 9-212 n-6 1-144 K-194); Result: [73 54 87 234 68 203 99 107 77 83 89]
"DzipgkB5HG84MC", Hash=80.7857; Replacements: 12 (b-r R-i s-d N-k j-a i-G H-x w-  B-q T-E n-o q-n); Result: "DzGpgkq5xG84MC"
"FJ0cwF9656IbIC", Hash=72.0714; Shift: 11; Result: "2RÅª2…±©±JJ"
"QDj6", Hash=77.25; Replacements: 6 (7-c D-q Z-g l-E 6-l  -0); Result: "Qqjl"
"", Hash=0; Replacements: 14 (J-2 W-W D-X e-w p-m x-O o-j l-d Q-1 E-f 0-K v-H C-6 V-F); Result: ""
"5aZ1GVj1dLHBYh", Hash=79.1429; Shift: 16; Result: "5aZ1GVj1dLHBYh"
"w7 OHOhjL70M8wV7Gm5", Hash=76.3684; Shift: 10; Result: "›‹Ä=!=°©1‹¿5‡›Y‹µ‘"
"XRP1", Hash=74.75; Replacements: 10 (R-u N-m a-I 1-6 9-x t-  Z-7 4-2 F-F C-q); Result: "XuP6"
"MF1aIVDJI", Hash=74.1111; Shift: 15; Result: "¶#ò∞§+"%§"
"QTUWOJYL6TP73xS85QH2", Hash=74.7; Replacements: 3 (O-126 x-128 6-73); Result: [81 84 85 87 126 74 89 76 73 84 80 55 51 128 83 56 53 81 72 50]
"GDRU5RAy6LnO7uhOG", Hash=80.7059; Replacements: 3 (Y-v W-s 9-T); Result: "GDRU5RAy6LnO7uhOG"
"1DtIy1YzF0N", Hash=80.2727; Shift: 1; Result: "bàËíÚb≤Ùå`ú"
"N", Hash=78; Replacements: 3 (X-E D-L y-o); Result: "N"
" tyO ", Hash=76; Replacements: 17 (t-N g-I a-q 8-F L-8 x-6 M-h o-Q K-S 5-d U-E 6-r T-j O-m e-R u-l d-P); Result: " Nym "
"QC06", Hash=62.5; Shift: 6; Result: "T–ç"
"", Hash=0; Shift: 0; Result: ""
"4HsC0U UARmqKHr", Hash=79.0667; Replacements: 12 (B-148 h-5 G-69 Z-231 l-41 c-141 n-137 r-12 x-255 D-159 7-48 C-208); Result: [52 72 115 208 48 85 32 85 65 82 109 113 75 72 12]
"f6pOKI5sv4JHO", Hash=81.3846; Replacements: 6 (E-174 U-208 t-16 2-231 D-50 N-242); Result: [102 54 112 79 75 73 53 115 118 52 74 72 79]
"2Qug1H", Hash=78.6667; Shift: 7; Result: "®∫≥ò$"
"socEDe47HDrT3L8", Hash=79.4; Shift: 14; Result: "‹€ÿQYÕúÃ"
"9gh4c5Dl", Hash=80.5; Shift: 9; Result: "rŒ–h∆jàÿ"
"c2B2pU y", Hash=76.875; Shift: 6; Result: "ÿåêåU^"
"LwnTnBE0m3EiE3I", Hash=80.6; Shift: 18; Result: "1›πQπ	¿µÃ•Ã%"
"", Hash=0; Replacements: 7 (9-64 U-148 h-247 3-123 R-79 K-151 s-106); Result: []
"DWF75Cwvl7Y", Hash=80.8182; Shift: 9; Result: "àÆånjÜÓÏÿn≤"
"UBI3 zAW0P", Hash=70.9; Replacements: 16 (l-f 0-a b-T 3-v Y-S G-G a-F E-s s-C U-A V-R 1-5 k-h u-8 R-V 6-B); Result: "ABIv zAWaP"
"H", Hash=72; Replacements: 12 (s-94 W-102 K-2 p-236 3-35 L-14 h-226 G-198 0-106 n-202 t-212 r-165); Result: [72]
"2GhgC75or1JDo6h", Hash=79.2; Shift: 6; Result: "å—Ÿ–ÕM€úLí€ç"
"8PNHQZRLFfGsH HM63V", Hash=74.5789; Shift: 2; Result: "‡A9!EiI1ôÕ!Ä!5ÿÃY"
"PGLh2", Hash=76.2; Replacements: 10 (i-38 8-18 U-108 B-139 d-145 v-181 f-33 m-90 t-154 c-185); Result: [80 71 76 104 50]
"YAzNj7WYK ", Hash=79.8; Replacements: 9 (J-186 R-253 b-67 P-72 p-121 8-167 N-63 W-18 d-35); Result: [89 65 122 63 106 55 18 89 75 32]
"F7HeflG1", Hash=78.5; Shift: 7; Result: "#õ$≤36£ò"
"vGPof 971", Hash=75; Replacements: 1 (E-e); Result: "vGPof 971"
"", Hash=0; Shift: 17; Result: ""
"2Te0kl47BcHZ28", Hash=74.1429; Replacements: 6 (G-P S-W s-r f-p H-3 a-j); Result: "2Te0kl47Bc3Z28"
"0u5iwuCWD31Je36JLs", Hash=79.2222; Replacements: 11 (O-K G-z K-Y M-H n-R B-n g-3 1-X H-C V-N X-l); Result: "0u5iwuCWD3XJe36JLs"
"WWesUk903C", Hash=80.5; Replacements: 2 (S-188 b-167); Result: [87 87 101 115 85 107 57 48 51 67]
"SC9oGVIN2X", Hash=76.4; Replacements: 7 (B-15 p-225 G-135 Q-46 7-70 y-85 5-222); Result: [83 67 57 111 135 86 73 78 50 88]
"gNOBOSdF77N2YY6GETDy", Hash=77.05; Replacements: 0 (); Result: "gNOBOSdF77N2YY6GETDy"
"", Hash=0; Shift: 17; Result: ""
"W0l22RkZ3CNy", Hash=78.25; Replacements: 11 (S-198 c-233 C-24 e-146 n-226 b-41 1-77 6-252 E-79 0-31 H-232); Result: [87 31 108 50 50 82 107 90 51 24 78 121]
"2e0 ", Hash=57.75; Shift: 9; Result: "d `@"
"2", Hash=50; Replacements: 6 (7-120  -150 0-130 5-253 N-26 R-81); Result: [50]
"HbNLTd5MsGA", Hash=80.8182; Replacements: 13 ( -147 m-132 0-225 w-47 2-3 f-76 R-101 h-49 Q-99 e-15 u-95 t-206 v-14); Result: [72 98 78 76 84 100 53 77 115 71 65]
"yPOqfh IL4d 7", Hash=78.3846; Shift: 6; Result: "^”\ôRÕ"
"8", Hash=56; Replacements: 17 (K-F Q-x e-I F-K 0-d w-b x-X a-4 W-R k-L P-T A-m m-u M-C d-j U-w 9-9); Result: "8"
"", Hash=0; Replacements: 16 (j-106 u-75 q-237 Z-79 x-3 v-11 K-125 k-158 1-80 E-169 b-26 e-110 H-177 d-184 V-30 G-50); Result: []
"TGX", Hash=81; Replacements: 11 (0-164 W-45 I-136 S-1 3-31 Q-42 p-168 F-214 m-3 w-220 b-159); Result: [84 71 88]
"1f", Hash=75.5; Replacements: 19 (T-141 Q-8 U-239  -168 6-224 F-127 M-98 o-174 e-151 k-135 u-75 v-7 X-245 3-20 5-206 D-227 4-219 r-71 h-74); Result: [49 102]
"TEC ", Hash=63; Replacements: 19 (W-c U-y z-K K-h e-8 R-e 0-m B-T 8-v 2-o 6-9 b-s F-t X-k A-f g-g V-S Q-F 3-x); Result: "TEC "
"TgsRR37uhUi94ZGU7N", Hash=81.7222; Shift: 19; Result: "¢;õííôπ´C™K…°“:™πr"
"6KVE9j93AIZ9i3henMI", Hash=76.8947; Replacements: 19 (J-37 p-194 N-23 9-234 g-8 m-144 G-12 A-190 X-75 M-153 V-219 H-46 t-239 f-128 S-15 b-118 k-51 Z-226 a-57); Result: [54 75 219 69 234 106 234 51 190 73 226 234 105 51 104 101 110 153 73]
"NQ", Hash=79.5; Replacements: 5 (v-r Q-l F-x z-W d-I); Result: "Nl"
"1gd72FzzROX7", Hash=81.25; Replacements: 9 (f-c F-Z c-2 s-1 8-6 U-k r-Y 7-s b-t); Result: "1gds2ZzzROXs"
"MTWBoZTaF2s9TAO6Ub9", Hash=79.4737; Replacements: 6 (B-y K-t i-j L-5 H-W n-d); Result: "MTWyoZTaF2s9TAO6Ub9"
"", Hash=0; Shift: 15; Result: ""
"", Hash=0; Replacements: 4 (Q-u C-k L-D p-L); Result: ""
"N 5TnA", Hash=70.3333; Shift: 16; Result: "N 5TnA"
"QhHJKSp3dT9U6OT", Hash=79.6667; Replacements: 4 (T-168 j-77 n-113 H-117); Result: [81 104 117 74 75 83 112 51 100 168 57 85 54 79 168]
"ahSeYfJ5ED2YeX9XkH5", Hash=81.3158; Replacements: 6 (A-60 I-154 K-220 0-148 w-78 c-233); Result: [97 104 83 101 89 102 74 53 69 68 50 89 101 88 57 88 107 72 53]
"l ", Hash=70; Replacements: 17 (C-c j-v w-G o-P p-y U-A Z-V q-3 J-F 4-a Q-e d-d M-7 k-X L-n e-l h-5); Result: "l "
"RO", Hash=80.5; Replacements: 3 (3-215 z-8 w-240); Result: [82 79]
"5F", Hash=61.5; Replacements: 11 (i-y 5-I E-O b-0 s-4 Z-N T-  e-H 7-7 h-T p-B); Result: "IF"
"pQgQITM VZ73MJNB6Qx0", Hash=76.15; Replacements: 0 (); Result: "pQgQITM VZ73MJNB6Qx0"
"Xao1LqFK0MJA9MB", Hash=76.2; Replacements: 10 (Q-N d-a 1-F V-B b-  a-0 5-I 7-m g-T 6-V); Result: "X0oFLqFK0MJA9MB"
"NOy5FYOkTO0", Hash=80.6364; Replacements: 16 (h-Z t-x W-P m-6 E-1 H-k v-S Y-H N-  l-4 n-a 2-R a-A F-5 J-G A-y); Result: " Oy55HOkTO0"
"W3lWClVNHF1 SAiPQO", Hash=77.1111; Replacements: 16 (S-V L-t v-u F-Z E-7 6-I U-o V-  B-e N-j J-m P-R s-v C-U X-5 x-3); Result: "W3lWUl jHZ1 VAiRQO"
"", Hash=0; Replacements: 20 (0-189 J-117 j-7 L-26 f-13 v-252 w-170 U-159 G-133 Y-60 s-136 x-87 g-160 e-229  -30 u-248 E-17 7-194 y-250 Q-251); Result: []
"", Hash=0; Replacements: 6 (K-93 c-208 0-109 L-41 O-75 9-164); Result: []
" 5bJc5TFfJH", Hash=73.7273; Shift: 15; Result: "ö1%±ö*#3%$"
"8LMv2", Hash=75.4; Replacements: 3 (i-114 Q-58 Y-101); Result: [56 76 77 118 50]
" W1Hs", Hash=71; Replacements: 20 (U-255 s-235 X-41 i-254 6-99 O-112 2-47 R-152 u-80 A-95 o-16 Q-245  -138 G-13 p-174 y-117 j-247 g-24 w-165 V-62); Result: [138 87 49 72 235]
"EEpw45ZQYSN", Hash=81.3636; Replacements: 19 (O-A q-Q y-O Y-V e-S u-9 4-D 6-r J-s F-k n-m M-5 X-c G-z 5-G T-p l-v c-L b-B); Result: "EEpwDGZQVSN"
"", Hash=0; Replacements: 16 (R-  I-2 U-j C-S r-c L-6 P-b 5-k Z-V q-W F-R V-M H-8 D-t e-s j-z); Result: ""
"2e2sOR1X5", Hash=74.1111; Replacements: 8 (B-160 T-176 s-214 n-169 Q-203 o-162 K-230 b-44); Result: [50 101 50 214 79 82 49 88 53]
"XGF3B69McKPgYAGL2fBf", Hash=75.6; Replacements: 17 (x-51 k-188 4-88 T-102 J-69 6-168 i-135 Y-138 w-33 u-16 3-48  -21 e-12 R-79 b-130 D-0 8-147); Result: [88 71 70 48 66 168 57 77 99 75 80 103 138 65 71 76 50 102 66 102]
"Q0f", Hash=77; Shift: 4; Result: "f"
"Vsx07y5RTDdF5", Hash=81.1538; Replacements: 5 (t-121 O-255 C-85 j-79 R-102); Result: [86 115 120 48 55 121 53 102 84 68 100 70 53]
"L3EaoG0XFAh X4VDWvR", Hash=77; Replacements: 1 (a-144); Result: [76 51 69 144 111 71 48 88 70 65 104 32 88 52 86 68 87 118 82]
"8E8c", Hash=70; Shift: 2; Result: "‡‡ç"
"7AAuIJ", Hash=74.8333; Replacements: 2 (j-i U-Y); Result: "7AAuIJ"
"37aZpA7CXOE5LVh", Hash=76.4667; Shift: 6; Result: "ÃÕXñPÕ–”QMï"
"C", Hash=67; Replacements: 2 (7-234 V-229); Result: [67]
"55RMsgJRe r", Hash=80.5455; Shift: 7; Result: "öö)¶π≥%)≤9"
"8tAl1KmJgU0", Hash=80.7273; Shift: 2; Result: "‡—±ƒ-µ)ùU¿"
"HL5", Hash=67; Replacements: 13 (n-163 N-117 c-67 G-58 A-122 K-198 O-233 X-47 m-210 7-183  -173 z-12 5-82); Result: [72 76 82]
"TZYKN9RT04haKu1", Hash=78.7333; Replacements: 19 (B-0 b-78 T-146 G-81 X-84 o-240 W-2 Z-29 n-46 Q-105 i-22 Y-109 f-246 F-188 p-96 C-112 m-148 d-23 u-20); Result: [146 29 109 75 78 57 82 146 48 52 104 97 75 20 49]
"31M3F2lNDN", Hash=68; Replacements: 6 (K-11 j-232 Q-8 y-231 G-115 X-237); Result: [51 49 77 51 70 50 108 78 68 78]
"0G", Hash=59.5; Replacements: 14 (t-222 z-219 j-233 0-133 I-96 x-37 H-243 b-209 h-145 s-45 O-58 R-223 L-95 f-242); Result: [133 71]
"ke4MXKgRkaN0jD2UfBB1", Hash=80.35; Shift: 12; Result: "∂VC‘Ö¥v%∂‰¶D#Uf$$"
"7d95h ", Hash=66.8333; Shift: 9; Result: "n»rj–@"
"oX3UcH7I9TMc8fY", Hash=79.8667; Shift: 5; Result: "Ìf™l	Ê)'ä©lÃ+"
"j1JJAJ3gGqs1K iLl", Hash=78.8235; Replacements: 15 (w-99 U-161 2-121 a-59  -196 d-243 h-77 K-54 m-85 y-235 6-115 T-131 G-159 H-125 k-70); Result: [106 49 74 74 65 74 51 103 159 113 115 49 54 196 105 76 108]
"H5", Hash=62.5; Replacements: 18 (4-A D-4 a-m J-n Q-G Z-2  -k R-3 n-g 3-Y X-W 1-F 0-B G-J 2-v Y-X V-d W-I); Result: "H5"
"fW8eGeTc528772", Hash=72.8571; Replacements: 7 (D-f 8-J F-9 q-n 5-I U-P f-E); Result: "EWJeGeTcI2J772"
"4lTTW2BLPPQ", Hash=77.0909; Replacements: 18 (e-197 s-161 F-158 k-17 E-102 I-132 K-86 Y-106 w-186 z-152 4-212  -43 p-195 J-199 U-116 m-65 C-52 N-242); Result: [212 108 84 84 87 50 66 76 80 80 81]
"H9TA 2YqVoqnV05YJShi", Hash=81.2; Replacements: 3 (x-143 E-46 h-188); Result: [72 57 84 65 32 50 89 113 86 111 113 110 86 48 53 89 74 83 188 105]
"", Hash=0; Replacements: 7 (e-67 a-166 V-122 G-54 i-97 0-218 q-66); Result: []
"", Hash=0; Replacements: 16 (B-K O-4 I-e y-7 U-k V-0 s-Q F-9 A-a S-5 n-H H-  0-t E-q q-m  -h); Result: ""
"CI", Hash=70; Replacements: 18 (j-156 O-114 e-15 V-67 f-130 y-8 p-46 l-3 R-233 J-123 r-243 S-90 u-198 P-129 m-137 x-234 q-136 v-92); Result: [67 73]
"aFCE", Hash=75.75; Shift: 19; Result: "2*"
"", Hash=0; Replacements: 15 (t-L F-0 h-w S-Q U-8 K-H R-I q-D 0-9 x-5 G-n g-4 s-Y V-A L-X); Result: ""
"3D38i4BlCoY8D", Hash=72.9231; Replacements: 15 (s-5 6-t f-z 7-3 V-2 c-M z-o F-q y-Z W-N 0-4 h-a X-f J-d 5-s); Result: "3D38i4BlCoY8D"
"mGK4IX84", Hash=72; Shift: 15; Result: "∂£•§,"
"69Pj QA5VXVW8", Hash=71.6154; Replacements: 15 (z-213 r-227 Y-121  -67 j-177 p-129 T-96 x-18 H-201 Z-248 I-78 i-89 1-168 u-212 A-11); Result: [54 57 80 177 67 81 11 53 86 88 86 87 56]
"KEJW", Hash=76.25; Replacements: 10 (t-50 P-87 E-166 7-195 A-7 V-248 w-52 j-255 i-92 d-211); Result: [75 166 74 87]
"2", Hash=50; Shift: 4; Result: "#"
"", Hash=0; Shift: 20; Result: ""
"h8J", Hash=78; Shift: 9; Result: "–pî"
"FuKhx29AK", Hash=81.4444; Replacements: 8 (Z-16 4-145 C-122 P-68 F-219 V-26 S-209 w-63); Result: [219 117 75 104 120 50 57 65 75]
" D9", Hash=52.3333; Replacements: 10 (k-55 p-122 9-75 v-69 Z-187 1-84 4-217 U-29 Q-248 g-49); Result: [32 68 75]
"DkE", Hash=81.3333; Replacements: 20 (4-54 W-4 S-80 a-105 A-167 s-117 l-155 b-85 y-66 M-132 J-193 2-181 P-83 o-160 v-9 6-29 Q-42 O-6 V-36 E-218); Result: [68 107 218]
"JWQ MnBgYtM7", Hash=80.5833; Shift: 14; Result: "í’TSõêŸVSÕ"
