Container has 1000 elements
1. "sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
"P595vkMQuFQO ", Hash=77.3077; Replacements: 7 (n-109 t-24 U-187 x-232 k-35 6-139 E-38); Result: [80 53 57 53 118 35 77 81 117 70 81 79 32]
"D", Hash=68; Shift: 10; Result: ""
"", Hash=0; Shift: 7; Result: ""
" GVZVR", Hash=74.5; Shift: 19; Result: ":≤“≤í"
"2", Hash=50; Replacements: 5 (k-82 n-62 F-240 8-104 U-122); Result: [50]
"OhG7aVV0", Hash=78.25; Replacements: 12 (H-21 9-225 v-186 4-108 y-70 J-30 P-146 3-138 t-39 N-248 B-210 s-187); Result: [79 104 71 55 97 86 86 48]
"xrO3J53e1ZTCfA", Hash=78.5714; Replacements: 9 (R-x 0-y l-L r-A L-b Z-3 I-C g-h 5-O); Result: "xAO3JO3e13TCfA"
"H57ypo5c3", Hash=80.7778; Shift: 18; Result: "!‘‹Â¡Ω‘çÃ"
"", Hash=0; Replacements: 20 (y-t R-P v-B q-y a-2 S-F i-1 m-D b-v P-Y j-H f-s T-p 3-8 G-K 9-O 6-N N-n W-4 r-0); Result: ""
"o2PdBTt6p827", Hash=77.8333; Shift: 19; Result: "{ëÇ#¢£±É¡ëπ"
"", Hash=0; Shift: 20; Result: ""
"1", Hash=49; Replacements: 20 (G-Y w-q q-w L-o s-9 Q-1 N-8 a-x X-Q 2-V H-m c-C 7-E i-b Y-D E-Z M-F U-l n-s 1-5); Result: "5"
"6PMlD0O", Hash=73.4286; Replacements: 12 (R-u  -B Z-e Y-z D-f q-K G-C C-m r-F y-X b-A 8-g); Result: "6PMlf0O"
"6m5 6Dj6qLs6", Hash=74; Replacements: 6 (H-Y w-L R-B t-I o-V u-Z); Result: "6m5 6Dj6qLs6"
"46aBaF e", Hash=71.125; Replacements: 1 (Z-v); Result: "46aBaF e"
"LVQ7ncPJT78ASUN", Hash=77.8; Shift: 16; Result: "LVQ7ncPJT78ASUN"
"b7Z", Hash=81; Shift: 7; Result: "1õ-"
"5", Hash=53; Shift: 7; Result: "ö"
"wG4AGOq0m", Hash=80.7778; Replacements: 6 (Z-p 0-n c-z s-O k-e 5-q); Result: "wG4AGOqnm"
"Fe3Xg4", Hash=77.5; Replacements: 15 (j-156 L-106 l-119 h-246 R-9 I-86 a-22 0-190 E-176 m-177 p-194 y-159 T-153 G-217 v-134); Result: [70 101 51 88 103 52]
"91rcHH", Hash=77.1667; Replacements: 11 ( -79 H-99 G-69 y-4 K-38 D-144 2-27 f-25 E-207 m-255 3-123); Result: [57 49 114 99 99 99]
"Da87ezBZY7xcL2V7", Hash=80.3125; Shift: 0; Result: "Da87ezBZY7xcL2V7"
"a4", Hash=74.5; Replacements: 16 (Y-R v-X b-S n-N 6-f L-C 0-1 U-e a-b x-s Q-h K-l J-v z-9 4-B 5-Q); Result: "bB"
"GEg8DXAmvD", Hash=81.5; Replacements: 3 (j-C d-J 7-A); Result: "GEg8DXAmvD"
"c1BoYbzTB706p", Hash=81; Replacements: 1 (a-23); Result: [99 49 66 111 89 98 122 84 66 55 48 54 112]
"EXYP2", Hash=75.2; Replacements: 20 (F-156 R-42 q-238 y-84 8-127 o-25 9-96 J-75 c-158 S-80 p-136 A-23 x-239 b-57 i-153 j-37 u-99 N-31 d-14 f-128); Result: [69 88 89 80 50]
"MT9MOCTa5J90KYC", Hash=72.3333; Replacements: 16 (a-L U-  M-A t-M j-o 9-W g-q W-d 7-r v-w B-x z-R F-6 Y-h A-a o-I); Result: "ATWAOCTL5JW0KhC"
"YGQ3q", Hash=81; Shift: 16; Result: "YGQ3q"
"KP", Hash=77.5; Shift: 11; Result: "ZÇ"
"Lc33sV", Hash=79.6667; Replacements: 11 (5-a z-b a-P Z-N T-9 f-z D-4 M-u P-e 4-V 3-Q); Result: "LcQQsV"
"5fu7fN8", Hash=80.4286; Shift: 0; Result: "5fu7fN8"
"F", Hash=70; Replacements: 15 (m-t x-9 r-n 3-  Y-q k-D C-S z-T L-c  -i b-J d-l M-O U-H R-a); Result: "F"
"", Hash=0; Replacements: 20 (p-23 f-225 n-84 v-64 d-30 A-13 6-155 P-25 M-130 Q-246 7-187 w-210 X-63 Y-169 5-73 0-228 H-219 T-227 t-172 U-87); Result: []
"D", Hash=68; Shift: 12; Result: "D"
"", Hash=0; Shift: 20; Result: ""
"GSfTXt6IBIRhs3Y5la4", Hash=82.1579; Shift: 7; Result: "£©3*,:§!§)4πô¨ö6∞"
" iNXChLCgO", Hash=79.9; Shift: 15; Result: "¥',°4&°≥ß"
"BU7E0NoEFNwYIs4wJ6", Hash=79.1111; Replacements: 3 (O-L x-r L-Z); Result: "BU7E0NoEFNwYIs4wJ6"
"0NH8d", Hash=70.8; Replacements: 13 (9-W g-G l-w w-f I-C j-x y-n i-S k-o 3-g 8-H N-h 6-8); Result: "0hHHd"
"fRGA68c23rMzSS3kYUz4", Hash=80.75; Replacements: 7 (t-U i-E 5-n w-w  -J y-r s-z); Result: "fRGA68c23rMzSS3kYUz4"
"DvCHb5ew8O in70", Hash=78.7333; Replacements: 18 (o-2 7-119 d-130 W-14 w-158 Y-91 O-211 r-134 J-108 e-226 h-10 n-238 U-218  -87 f-16 b-120 C-73 y-66); Result: [68 118 73 72 120 53 226 158 56 211 87 105 238 119 48]
" sIaLc", Hash=82; Replacements: 8 (g-l i-y f-h s-o p-5 3-0 Z-A F-Y); Result: " oIaLc"
"8E", Hash=62.5; Replacements: 10 (0-z V-h w-M j-k W-C z-P J-X L-p c-s l-G); Result: "8E"
"FLStV9 ", Hash=74.2857; Replacements: 11 (V-p K-N B-b c-g Z-h U-o v-i t-X 1-0 3-K O-y); Result: "FLSXp9 "
"2l", Hash=79; Replacements: 2 (r-48 o-233); Result: [50 108]
"", Hash=0; Replacements: 4 (y-111 h-135 k-20 A-131); Result: []
"N", Hash=78; Replacements: 19 (X-B I-m 2-I N-  h-e y-Y 8-9 J-a T-N n-6 z-u q-E f-k K-W V-d A-X 1-5 E-L w-t); Result: " "
" g2y", Hash=76.5; Replacements: 15 (s-248 F-49 1-198 H-128 M-253 S-79 9-32 A-211 l-59 e-43 z-229 5-77 w-67  -218 L-55); Result: [218 103 50 121]
"e1ZQPG", Hash=78.6667; Replacements: 2 (5-92 T-145); Result: [101 49 90 81 80 71]
"cD8uRA7vWJ", Hash=82.1; Replacements: 5 (B-6 r-195 3-177 w-205 6-119); Result: [99 68 56 117 82 65 55 118 87 74]
"58BDl", Hash=70.2; Replacements: 16 (9-255 7-104 W-92 T-108 0-7 J-67 G-145 b-134 y-141 C-14 O-122 8-5 V-172 U-240 S-40 X-95); Result: [53 5 66 68 108]
"d31W", Hash=71.75; Shift: 14; Result: "ÃL’"
"b0", Hash=73; Shift: 9; Result: "ƒ`"
"", Hash=0; Replacements: 5 (c-199 s-139 7-149 E-152 t-78); Result: []
"5ZjOG6lBw4KHaHWE9r", Hash=80.0556; Shift: 16; Result: "5ZjOG6lBw4KHaHWE9r"
"891aVBVAahN3", Hash=74.3333; Replacements: 20 (d-226 t-165 j-126 1-143 k-109 S-10 7-248 J-133 R-138 y-155 6-30 s-195 G-15 m-45 c-26 B-212 4-211 F-246 r-41 V-117); Result: [56 57 143 97 117 212 117 65 97 104 78 51]
"8kdgqOP1LQST8OWY4", Hash=80.8235; Replacements: 9 ( -207 R-148 j-138 g-60 t-188 a-129 2-32 3-64 7-183); Result: [56 107 100 60 113 79 80 49 76 81 83 84 56 79 87 89 52]
"Jp9", Hash=81; Shift: 16; Result: "Jp9"
"A", Hash=65; Replacements: 1 (6-9); Result: "A"
"2M", Hash=63.5; Replacements: 2 (k-2 q-0); Result: "2M"
"1kS ", Hash=67.75; Replacements: 14 (M-z X-P 0-G f-j G-s 5-a L-F q-4 Y-T c-0 E-K J-5 i-M N- ); Result: "1kS "
"U1F1lV0C", Hash=70.25; Replacements: 20 (e-M t-f h-a V-d B-N G-E 8-2 u-e 6-i J-K m-C F-P A-G Y-b s-m v-1 y-H o-L i-J l-r); Result: "U1P1rd0C"
"Kg6 ", Hash=66; Replacements: 14 (B-  y-q W-c u-R K-r a-t f-h T-W n-5 O-8 g-O A-V 7-N b-u); Result: "rO6 "
"4l27VSGlXg0I6Z", Hash=76.3571; Replacements: 5 (9-95 J-123 l-108 d-236 m-68); Result: [52 108 50 55 86 83 71 108 88 103 48 73 54 90]
"HoWJ2J", Hash=78; Replacements: 5 (p-167 m-93 r-209 T-109 J-189); Result: [72 111 87 189 50 189]
"BR RakFEU Ih6", Hash=73.3077; Replacements: 9 (2-Q Q-X u-s R-6 3-H s-z 0-A 5-e N-t); Result: "B6 6akFEU Ih6"
"99ZQY98", Hash=69.5714; Replacements: 18 (V-E 8-6 i-P l-9 d-m S-u c-h f-c C-O J-0 G-d y-C K-l 5-r T-J r-1 L-e Z-T); Result: "99TQY96"
"XQ5M QrFl", Hash=78.2222; Shift: 19; Result: "¬ä©jäì2c"
"", Hash=0; Replacements: 5 (9-134 4-17 G-115 3-24 a-216); Result: []
"DiEU0V4uzJW73hDhJvN", Hash=82.3684; Replacements: 8 (Z-97 o-105 6-94 e-202 p-63 h-101 v-2 b-176); Result: [68 105 69 85 48 86 52 117 122 74 87 55 51 101 68 101 74 2 78]
"6dV", Hash=80; Replacements: 12 (p-X A-4 k-c X-8 P-U r-7 Q-W D-g 5-1 z-Q 6-E  -w); Result: "EdV"
"Ns77", Hash=75.75; Replacements: 0 (); Result: [78 115 55 55]
"PN 3zv2", Hash=75.8571; Shift: 19; Result: "Çrô”≥ë"
"0", Hash=48; Replacements: 12 (4-a L-Y 7-w 5-q n-K p-7 t-o G-c C-P v-J e-s S-n); Result: "0"
"qA7Dm", Hash=82; Replacements: 1 (e-184); Result: [113 65 55 68 109]
"8DZDs1Q TFfQAP0PZm4", Hash=74.7368; Shift: 15; Result: ""-"πò®*#3®†((-∂"
"0dbUv YF", Hash=80; Replacements: 13 (l-M k-8 0-Y X-v n-R d-E I-x Y-6 S-H K-5 N-P x-I s-d); Result: "YEbUv 6F"
"Q", Hash=81; Replacements: 14 (5-16 y-133 Y-220 D-221 o-254 w-99 d-156 B-203 a-187 z-226 0-229 p-105  -243 l-116); Result: [81]
"P5vh2ej19", Hash=79.7778; Replacements: 19 (C-c J-g i-3 Y-A k-S  -E V-d x-5 0-Y F-9 f-f o-v s-t O-h N-2 c-O L-7 u-K K-I); Result: "P5vh2ej19"
"", Hash=0; Shift: 7; Result: ""
"C ", Hash=49.5; Shift: 16; Result: "C "
"", Hash=0; Replacements: 7 (X-131 M-160 v-28 O-51 h-191 y-210 d-7); Result: []
"y31IYwO0j8fM", Hash=80.8333; Shift: 2; Result: "ÂÃƒ%e›=¿©‡ô5"
"6T", Hash=69; Shift: 1; Result: "l®"
"mAAqEeoYDPA73bV9qE", Hash=81.3333; Replacements: 15 (I-75 1-194 U-122 Y-31 O-68 A-210 3-12 P-126 7-183 6-116 R-145 S-222 j-189 m-125 e-239); Result: [125 210 210 113 69 239 111 31 68 126 210 183 12 98 86 57 113 69]
"kEJLICM5P7tIwyKT", Hash=82.4375; Shift: 16; Result: "kEJLICM5P7tIwyKT"
"7", Hash=55; Replacements: 2 (V-g C-p); Result: "7"
"N2", Hash=64; Shift: 18; Result: "9»"
"jxwT 5 CM6Q I3d WAiI", Hash=72.15; Shift: 12; Result: "¶áwES4‘cî3Fuñî"
"kC6", Hash=76; Replacements: 8 (l-5 1-d j-M 0-i t-F f-I 9-O P-E); Result: "kC6"
"", Hash=0; Shift: 5; Result: ""
"", Hash=0; Replacements: 2 (i-215 U-211); Result: []
"GS3GgVChQnVJqxfC7G0", Hash=82.2632; Shift: 16; Result: "GS3GgVChQnVJqxfC7G0"
"RV45Dz4VtMpe7w6kV3", Hash=82.1667; Replacements: 11 (T-2 G-e R-z S-G Y-q P-a I-N q-h y-d j-c g-Q); Result: "zV45Dz4VtMpe7w6kV3"
"OBL8z", Hash=79.8; Replacements: 14 (5-227 e-48 a-49 C-122 4-119 V-23 7-107 w-84 K-35 3-209 b-187 j-44 D-184 E-240); Result: [79 66 76 56 122]
"2Fd1vTf9JuN3 GHsH", Hash=77.1765; Shift: 1; Result: "då»bÏ®ÃrîÍúf@éêÊê"
"H dNRh", Hash=78; Replacements: 14 (e-f A-t U-d 4-l I-2 l-H X-J T-o S-q y-L q-C F-D b-w c-r); Result: "H dNRh"
"", Hash=0; Replacements: 4 (5-A f-m a-T J-F); Result: ""
"3 6zR9", Hash=66.3333; Shift: 20; Result: "3cß%ì"
"ST4", Hash=73; Replacements: 14 (Y-84 P-36 0-151 n-179 a-181 V-132 G-33 C-144 L-147 I-58 j-57 e-47 w-73 X-183); Result: [83 84 52]
"CZjX4GyK74 zU", Hash=78.1538; Shift: 14; Result: "–ñö—^“ÕûU"
"", Hash=0; Replacements: 6 (Q-G O-e F-C S-8 E-N N-Z); Result: ""
"0ldO3", Hash=77.2; Replacements: 4 (Z-V j-O k-H i-A); Result: "0ldO3"
"f6JfgWY2V2T3aCRo", Hash=80.5625; Replacements: 9 (z-116 1-125 P-245 f-56 B-52 w-220 K-177 U-44 e-214); Result: [56 54 74 56 103 87 89 50 86 50 84 51 97 67 82 111]
"Tj8R", Hash=82; Replacements: 8 (y-y Z-j D-5 1-X 9-N c-b C-1 0-f); Result: "Tj8R"
"K94NMmgS3B hiN", Hash=76.4286; Replacements: 9 (S-55 U-19 4-35 u-152 f-165 d-81 K-99 E-105 g-15); Result: [99 57 35 78 77 109 15 55 51 66 32 104 105 78]
"d3oOHz T", Hash=81.375; Shift: 6; Result: "Ã€”û"
"RHJ", Hash=76; Shift: 14; Result: "îí"
"XBrfKX384S", Hash=77.5; Shift: 10; Result: "a	…ô-aÃ‡–M"
"", Hash=0; Replacements: 11 (Q-149 W-90 h-24 T-189 f-157 2-147 m-68 b-27 x-233 P-170 C-8); Result: []
"", Hash=0; Replacements: 8 (B-l 3-v g-  L-Q M-e e-T S-s s-8); Result: ""
"", Hash=0; Shift: 18; Result: ""
"8EGSW", Hash=73.2; Replacements: 17 (h-86 B-184 m-174 1-65 v-189 U-118 N-46 i-32 a-29 b-27 T-25  -251 z-47 5-104 s-212 l-123 n-16); Result: [56 69 71 83 87]
"1Aj", Hash=73.3333; Replacements: 2 (m-o r-p); Result: "1Aj"
"IGTCwXf fBPy4wN5VYC", Hash=81.5263; Replacements: 0 (); Result: [73 71 84 67 119 88 102 32 102 66 80 121 52 119 78 53 86 89 67]
"x6 nQ", Hash=79.4; Replacements: 18 (G-26 f-129 E-24 N-164 5-206 M-60 b-209 d-49 C-5 T-74 e-169 z-50 u-79 R-193 6-165 I-203 k-196 2-57); Result: [120 165 32 110 81]
"", Hash=0; Shift: 14; Result: ""
"gT1pQlFQPRO3QH", Hash=80.9286; Replacements: 7 (a-K h-u O-i v-q b-x u-6 B-N); Result: "gT1pQlFQPRi3QH"
"6NUKneZP1", Hash=80.2222; Replacements: 7 (0-9 8-l V-1 t-a H-b w-c d-x); Result: "6NUKneZP1"
"v7YAm23uLK5", Hash=78; Replacements: 2 (I-34 4-244); Result: [118 55 89 65 109 50 51 117 76 75 53]
"xATiO0Du8RUhUA28B", Hash=78.5294; Replacements: 18 (e-128 k-106 T-47 c-163 q-53 7-17 p-233 d-124 H-162 1-20 i-253 s-243 r-210 W-21 8-81 Y-48 I-131 u-57); Result: [120 65 47 253 79 48 68 57 81 82 85 104 85 65 50 81 66]
"ZoR5C", Hash=80.6; Replacements: 10 (p-1 w-4 l-S 6-6 U-w O-u j-B y-i 5-a S-m); Result: "ZoRaC"
"AN", Hash=71.5; Shift: 4; Result: "‰"
"6T", Hash=69; Replacements: 14 (R-54 Q-147 z-67 K-3 9-227 X-0 V-40 j-153 o-219 8-92 e-163 t-115 H-23 U-157); Result: [54 84]
"n0A", Hash=74.3333; Shift: 15; Result: "7†"
"JCp1J", Hash=75.2; Replacements: 18 (z-6 H-t v-f r-x q-J 9-3 8-b n-1 G-y 2-h V-T F-R O-Y X-e d-Z j-  4-c i-B); Result: "JCp1J"
"eaAJ0pI", Hash=81.4286; Replacements: 17 (z-v h-x j-9 y-c e-s d-E F-r E-y  -a 8-Y P-H N-W 7-L V-p v-l 1-j A-k); Result: "sakJ0pI"
"BX S", Hash=67.25; Replacements: 20 (5-4 8-x F-n  -K d-2 o-Y C-h Q-1 q-  m-S 1-F b-L f-J N-7 p-m A-B 3-3 7-k P-0 s-X); Result: "BXKS"
"", Hash=0; Replacements: 2 (g-201 s-141); Result: []
"6H", Hash=63; Shift: 10; Result: "ÿ!"
"XK0FNAWSlo1Tm fTQ", Hash=79.6471; Replacements: 18 (F-146 X-130 A-145 S-87 m-11 u-141 8-123 N-114 D-122 7-92 9-14 C-103 O-113 V-154 B-216 y-232 T-34 c-28); Result: [130 75 48 146 114 145 87 87 108 111 49 34 11 32 102 34 81]
"P", Hash=80; Shift: 15; Result: "("
"BjnM1H4 3QNGxcDSc9", Hash=76.1667; Replacements: 13 (N-205 E-233 h-246 6-236 J-14 w-171 D-186 n-9 V-87 4-124 b-169 U-101 k-164); Result: [66 106 9 77 49 72 124 32 51 81 205 71 120 99 186 83 99 57]
"B", Hash=66; Replacements: 8 (D-5 9-86 I-52 5-174 E-65  -189 U-206 6-229); Result: [66]
"XxRp7 i8w5 Uy", Hash=81.5385; Replacements: 16 (T-C c-g 9-b G-7 g-u e-w 2-V 5-0 E-O Q-a F-  C-h w-e a-l Y-d J-G); Result: "XxRp7 i8e0 Uy"
"", Hash=0; Replacements: 12 (f-p c-m E-r 5-e u-a z-F J-7 l-f M-q x-c A-I T-W); Result: ""
"", Hash=0; Replacements: 16 (e-f w-H Z-n g-e k-E S-k a-w 9-c U-X K-V s-a L-6 T-7 z-r G-g Y-o); Result: ""
"MZAPmFgCDG9w5iPuOWV5", Hash=81.8; Shift: 11; Result: "j“
Çk2;":…ª©KÇ´z∫≤©"
"K5kUkSTw386l2mK2y", Hash=81.5882; Replacements: 16 (c-253 b-26 G-86 V-125 z-210 1-90 0-108 4-4 D-79 p-200 5-197 O-126 m-1 W-67 n-132 J-144); Result: [75 197 107 85 107 83 84 119 51 56 54 108 50 1 75 50 121]
"", Hash=0; Shift: 20; Result: ""
"EE4nE6Q8GQCQ", Hash=71.6667; Replacements: 8 (I-V Q-c q-a c-8 d-2 M-m t-f v-q); Result: "EE4nE6c8GcCc"
"XJ2e7HI9blF", Hash=76.9091; Replacements: 9 (o-K H-I X-8 v-0 U-D q-  i-Q h-s l-O); Result: "8J2e7II9bOF"
"70U", Hash=62.6667; Replacements: 3 (C-U d-x M-p); Result: "70U"
"ZEHXDAtGVF", Hash=79.5; Replacements: 2 (J-83 6-214); Result: [90 69 72 88 68 65 116 71 86 70]
"JLrb15p", Hash=82.2857; Replacements: 0 (); Result: "JLrb15p"
"F281hMSuKE", Hash=75; Replacements: 9 (6-164 s-201 l-15 x-40 5-28 k-82 P-87 8-35 G-177); Result: [70 50 35 49 104 77 83 117 75 69]
"", Hash=0; Replacements: 10 (y-W i-c P-Q E-G H-Y m-  B-e d-X k-l c-Z); Result: ""
"", Hash=0; Replacements: 5 (D-77 A-204 I-49 0-23 p-141); Result: []
"Y1", Hash=69; Replacements: 0 (); Result: [89 49]
"0", Hash=48; Replacements: 8 (0-o x-O m-t 1-U 9-g F-E n-c R-9); Result: "o"
"ThTP0J", Hash=79; Replacements: 3 (s-U h-g 6-D); Result: "TgTP0J"
"WK8wBkgj 30gFnQb5Iq", Hash=81.6316; Replacements: 11 (K-104 i-141 H-208 z-161 S-26 4-253 P-16 Y-35 E-149 s-230 x-122); Result: [87 104 56 119 66 107 103 106 32 51 48 103 70 110 81 98 53 73 113]
"XAU0GJwFV", Hash=78.4444; Replacements: 9 (A-q n-h x-D v-u O-b 8-8 a-B f-w J-e); Result: "XqU0GewFV"
"", Hash=0; Replacements: 14 (3-k K-1 F-T Q-X O-f t-m q-O 0-2 W-x g-F o-J v-G A-c L-H); Result: ""
"R2Z7QXEtwj741IHCi", Hash=78.1765; Shift: 6; Result: "îåñÕTQ›öÕLR–Z"
"", Hash=0; Shift: 17; Result: ""
"Z53GHMj37K3fSwpFya", Hash=80.8889; Replacements: 7 (i-169 S-171 a-30 z-60 V-97 G-78 A-72); Result: [90 53 51 78 72 77 106 51 55 75 51 102 171 119 112 70 121 30]
"Oj4Xn019E", Hash=73.1111; Replacements: 3 (F-J t-M L-Z); Result: "Oj4Xn019E"
"", Hash=0; Shift: 0; Result: ""
"22qb34KcXCX3M2Y", Hash=73.2; Replacements: 13 (t-M e-7 H-f 2-p w-3 x-U y-W G-i i-H 4-X d-F k-j W-5); Result: "ppqb3XKcXCX3MpY"
"", Hash=0; Replacements: 3 (7-11 5-137 4-58); Result: []
"97PxaQ5F", Hash=76.625; Replacements: 14 (e-9 v-K t-O 5-p 0-0 f-M 4-c 1-q w-y A-6 b-b R-S m-r o-w); Result: "97PxaQpF"
"JtvaX6412LdAGxPA", Hash=79.6875; Shift: 5; Result: "IéŒ,∆Ü&Fâå(Ë
("
"GFCAtAC", Hash=74.4286; Shift: 3; Result: ":2
£
"
"bQQ1aEfdm6r1L5yIE", Hash=82.0588; Replacements: 10 (R-82 Q-8 j-13 s-249 2-114 U-187 l-188 E-154 N-148  -225); Result: [98 8 8 49 97 154 102 100 109 54 114 49 76 53 121 73 154]
" 4d 0bFSs0Kpx", Hash=75.7692; Replacements: 20 (8-64 H-235 j-174 K-236 M-172 x-179 N-15 q-248 y-59 D-16 w-128 3-223 v-79 E-238 b-48 A-21 o-9 0-52 X-111 l-73); Result: [32 52 100 32 52 48 70 83 115 52 236 112 179]
"k9I8 bLBaAQ r6VWwsoC", Hash=79.65; Shift: 2; Result: "≠‰%‡Äâ1	ÖEÄ…ÿY]›ÕΩ"
"4F", Hash=61; Replacements: 18 (A-D O-c 0-S 4-G W-v l-Q B-e x-8 b-0 j-Z 5-s v-m R-t g-r Q-K 8-z J-b 7-q); Result: "GF"
"R5KTF", Hash=72.8; Shift: 14; Result: "îM“ë"
"5fbIbIVk0", Hash=82; Replacements: 6 (R-4 p-q h-S 1-D e-h S-I); Result: "5fbIbIVk0"
"ep1TYLib G Q1pAiV", Hash=79.2353; Replacements: 0 (); Result: [101 112 49 84 89 76 105 98 32 71 32 81 49 112 65 105 86]
"JC55vRQM8WTf", Hash=77.8333; Replacements: 5 (9-h s-o r-l c-2 U-O); Result: "JC55vRQM8WTf"
"r RZQA0", Hash=73.1429; Replacements: 12 (P-M 7-p C-9 e-K 6-4 K-e H-k I-N b-C F-Y v-u y-d); Result: "r RZQA0"
"N", Hash=78; Replacements: 7 (J-46 T-9 o-148 L-136 u-17 r-144 k-48); Result: [78]
"6KY9dv W", Hash=76.5; Replacements: 8 (X-t w-I f-d q-H J-2 s-R n-z 8-r); Result: "6KY9dv W"
"Y31", Hash=63; Replacements: 7 (r-r e-o z-C c-  i-h A-a f-t); Result: "Y31"
"SMGW5rX 29PgDWWviCn", Hash=80.8947; Shift: 8; Result: "SMGW5rX 29PgDWWviCn"
"8TfDUK9E3HFbSHXW", Hash=76.0625; Shift: 10; Result: "‡QôU-‰Ã!âM!a]"
"E", Hash=69; Shift: 4; Result: "T"
"", Hash=0; Shift: 20; Result: ""
"ZzTG1DIeb AHNSqBH", Hash=78.6471; Replacements: 5 (h-6 g-9 e-n Y-5 j-Q); Result: "ZzTG1DInb AHNSqBH"
"bYJTEzndzF831R3su8L5", Hash=82.2; Replacements: 11 (1-T q-D Z-F N-u 5-Q k-p B-E s-a h-J i-4 Q-B); Result: "bYJTEzndzF83TR3au8LQ"
"ZP6F", Hash=73.5; Replacements: 6 (T-a x-w S-E H-B M-3 s-9); Result: "ZP6F"
"96U68nIUxyb5", Hash=80.5; Replacements: 1 (0-208); Result: [57 54 85 54 56 110 73 85 120 121 98 53]
"sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
"sn", Hash=112.5; Replacements: 10 (E-3 p-C G-Y Z-H q-w F-q 2-7 S-p Y-x  -c); Result: "sn"
"Z", Hash=90; Shift: 12; Result: "•"
"Auo bI9lkzr7XGk6M", Hash=85.6471; Replacements: 9 (B-57 u-178 K-246 c-122 0-176 i-193 6-171 x-11 b-13); Result: [65 178 111 32 13 73 57 108 107 122 114 55 88 71 107 171 77]
"my8cHE0j", Hash=85; Shift: 2; Result: "µÂ‡ç!¿©"
"wf2WwigL0pdp04Asyi", Hash=91.0556; Shift: 13; Result: "ÓÃFÍÓ-ÏâåÜ(n/-"
"g", Hash=103; Replacements: 20 (h-232 0-240 v-68 Y-244 F-236 J-212 L-226 I-58 1-39 m-38 l-143 K-169 X-61 M-146 t-69 o-30 6-67 d-223 i-117 4-96); Result: [103]
"8m", Hash=82.5; Replacements: 19 (3-z Q-0 m-d O-k D-b N-8 a-D 4-J T-x g-l S-p A-P 0-M b-  H-o u-F r-q k-9 q-C); Result: "8d"
"WhsNo653YrBOZlmKnKB", Hash=86; Replacements: 8 (T-O C-x w-o 7-c u-k J-p I-3 v-m); Result: "WhsNo653YrBOZlmKnKB"
"wiZnVguKnKlqZQAlPM b", Hash=92.1; Replacements: 1 (U-w); Result: "wiZnVguKnKlqZQAlPM b"
"tW", Hash=101.5; Shift: 8; Result: "tW"
"kMS0TriUMSivtqpaJK5", Hash=90.8421; Shift: 3; Result: "[jöÅ¢ìK™jöK≥£ãÉRZ©"
"0sao7AhPjL", Hash=85.7; Replacements: 16 (J-M s-e 4-g X-K l-s r-6 U-y e-j D-N C-  c-H 1-3 j-A k-7 u-U H-I); Result: "0eao7AhPAL"
"fzF1PXUq6", Hash=84.7778; Replacements: 19 (l-95 r-22 7-54 e-205 P-120 n-26 T-232 z-8 s-57 2-235 L-109 v-58 p-79 x-63 1-19 h-253 u-65 k-211 q-72); Result: [102 8 70 19 120 88 85 72 54]
"gpcn3VV2z", Hash=91; Replacements: 14 (2-s w-o A-Z V-r d-G o-f 7-b M-  1-x  -0 x-q K-d g-5 q-a); Result: "5pcn3rrsz"
"aLUu8zLWYLd8 yxzW4", Hash=87.2778; Replacements: 17 (R-225 O-129 H-212 M-104 F-191 z-42 g-96 K-111 d-81 3-78 n-194 t-67 P-5 l-249 4-183 h-152 W-238); Result: [97 76 85 117 56 42 76 238 89 76 81 56 32 121 120 42 238 183]
"x", Hash=120; Replacements: 2 (q-u 9-6); Result: "x"
"UQQZSXoz4hCkaH", Hash=88.5714; Replacements: 7 (Z-114 Q-61 e-103 l-71  -152 p-119 8-76); Result: [85 61 61 114 83 88 111 122 52 104 67 107 97 72]
"4vqOiFfU5NGu", Hash=86.9167; Replacements: 19 (K-T z-B Q-A u-g R-w v-R 3-7 j-v 2-s 0-F G-L h-c X-q x-i P-1 Y-f c-C U-U 8-S); Result: "4RqOiFfU5NLg"
"Yaa1", Hash=83; Replacements: 12 (h-Y F-J v-f d-5 R-4 S-D H-G O-t M-P s-E X-o i-Z); Result: "Yaa1"
"FfhjYZdFYUlqlsLb", Hash=95.1875; Replacements: 1 (x-1); Result: "FfhjYZdFYUlqlsLb"
"mAhWKXGogaIQIG", Hash=86.2857; Replacements: 5 (F-j e-m n-L 3-r I-o); Result: "mAhWKXGogaoQoG"
"WVujkR XYXaKD8", Hash=84.1429; Shift: 10; Result: "]Y’©≠IÄaeaÖ-‡"
"p98ysDcZOy6Hozq W", Hash=88.7647; Shift: 1; Result: "‡rpÚÊà∆¥ûÚlêﬁÙ‚@Æ"
"b8qnKNYs", Hash=91.75; Replacements: 15 (s-103 C-190 o-97 X-22 e-28 B-138 I-62 a-99 U-148 k-178 8-137 x-72 l-166 2-46 F-49); Result: [98 137 113 110 75 78 89 103]
